"cliente_id","genero","idade","data_inicio_contrato","tempo_contrato_meses","tipo_plano","valor_mensal","forma_pagamento","frequencia_mensal","duracao_media_treino_min","tem_personal_trainer","participa_aulas_coletivas","usa_app_academia","atrasos_pagamento_12m","teve_desconto_promocao","nps_score","numero_reclamacoes","participou_eventos","reducao_frequencia_3m","dias_desde_ultimo_acesso","tentou_cancelar_antes","churn","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004332","M","38","12/7/2023","24.1","Premium","228.56","Boleto","14","31","0","0","1","0","0","10","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004333","M","21","11/22/2025","0.6","VIP","273.02","Boleto","10","75","0","0","1","0","1","8","0","0","0","9","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004334","F","31","3/25/2023","32.6","Intermediário","125.22","Cartão de Crédito","7","42","1","0","0","0","0","5","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004335","M","30","3/7/2025","9.2","Premium","222.75","Débito Automático","13","58","0","0","0","0","0","6","0","0","1","3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004336","M","25","11/7/2024","13.1","VIP","261.68","Cartão de Crédito","11","41","1","1","1","1","0","6","0","0","0","7","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004337","F","59","5/17/2021","54.8","VIP","259.65","Cartão de Crédito","7","55","1","0","0","2","0","8","0","0","0","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004338","F","22","10/17/2023","25.8","Premium","196.07","Débito Automático","13","38","0","0","0","3","1","7","1","0","1","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004339","M","44","10/18/2022","37.8","Intermediário","145.31","Débito Automático","12","39","0","0","1","0","1","8","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004340","M","27","2/10/2023","34","Básico","94.11","Boleto","9","89","0","0","0","2","1","2","0","0","0","11","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004341","M","18","4/14/2022","43.9","Básico","97.52","Débito Automático","5","30","1","0","1","1","1","8","0","1","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004342","M","33","3/4/2023","33.3","Premium","206.95","Cartão de Crédito","12","81","0","0","1","0","1","6","1","1","1","3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004343","F","39","8/27/2023","27.5","Básico","87.77","Débito Automático","14","86","0","1","0","3","0","5","1","1","0","5","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004344","F","43","2/8/2022","46.1","Intermediário","134.25","Boleto","8","83","0","0","0","0","1","8","1","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004345","F","50","3/10/2023","33.1","Intermediário","153.78","Débito Automático","9","64","0","0","0","0","0","3","0","0","0","16","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004346","M","67","8/13/2023","28","Intermediário","148.85","Boleto","12","37","0","0","0","0","0","8","0","1","1","6","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004347","F","35","12/18/2021","47.8","VIP","340.44","Débito Automático","6","26","0","1","1","0","1","10","0","0","0","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004348","F","24","3/27/2021","56.5","Premium","228.1","Boleto","13","35","0","1","0","0","0","9","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004349","F","37","6/16/2023","29.9","Premium","194.9","Débito Automático","9","35","0","0","1","0","0","8","0","0","0","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004350","F","28","3/17/2023","32.9","Intermediário","141.09","Cartão de Crédito","7","71","0","1","0","0","0","6","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004351","F","43","1/3/2025","11.2","Premium","211.49","Boleto","7","29","0","0","0","0","0","6","0","0","0","10","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004352","F","16","6/25/2025","5.6","Básico","83.18","Débito Automático","12","59","0","1","1","0","1","10","0","0","0","6","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004353","M","60","10/11/2022","38","Básico","80.97","Débito Automático","9","66","0","0","0","3","1","3","0","1","0","14","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004354","F","42","10/9/2025","2.1","VIP","336.68","PIX","8","57","1","0","1","0","0","5","0","0","0","14","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004355","F","16","6/26/2021","53.5","Premium","206.68","Débito Automático","17","58","0","0","1","0","1","9","0","1","0","5","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004356","F","23","9/5/2021","51.2","Premium","208.44","Cartão de Crédito","13","96","0","1","0","0","1","7","0","1","0","7","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004357","M","41","9/16/2024","14.8","Intermediário","142.1","Débito Automático","14","77","0","0","0","0","0","9","0","0","0","8","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004358","F","46","4/22/2024","19.6","Intermediário","150.1","Cartão de Crédito","4","82","1","1","0","2","0","6","0","0","0","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004359","F","16","10/6/2025","2.2","Intermediário","125.72","Débito Automático","10","55","1","0","0","0","0","6","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004360","M","40","5/28/2024","18.5","Básico","92.18","Cartão de Crédito","8","84","0","1","0","1","0","7","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004361","M","16","9/7/2024","15.1","Intermediário","138.68","Débito Automático","11","72","0","0","1","0","0","8","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004362","F","30","12/6/2022","36.2","Intermediário","155.78","Cartão de Crédito","7","70","1","1","0","0","0","8","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004363","F","45","4/29/2024","19.4","Intermediário","140.68","Débito Automático","11","55","0","0","1","0","0","5","0","1","0","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004364","F","25","1/1/2025","11.3","Intermediário","157.62","Cartão de Crédito","17","70","0","0","0","1","0","9","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004365","M","16","7/27/2021","52.5","VIP","285.23","Débito Automático","9","117","1","0","1","1","1","7","0","0","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004366","F","33","5/20/2023","30.7","Premium","228.24","Débito Automático","8","80","0","1","1","0","0","3","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004367","M","24","10/10/2022","38","Premium","223.66","Cartão de Crédito","8","107","0","0","1","1","1","7","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004368","M","39","10/13/2021","49.9","Intermediário","143.27","Débito Automático","9","17","1","0","1","0","1","5","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004369","M","21","8/12/2021","52","Intermediário","134.05","Boleto","9","66","0","1","1","0","1","7","0","1","0","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004370","M","22","8/26/2021","51.5","Básico","87.42","Cartão de Crédito","8","85","0","0","0","2","1","4","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004371","M","16","3/3/2023","33.3","Básico","95.36","Cartão de Crédito","10","74","0","0","1","0","0","9","1","0","0","7","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004372","M","34","11/12/2022","37","Intermediário","143.13","Débito Automático","9","77","1","0","0","0","0","4","3","0","0","5","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004373","M","30","1/30/2023","34.4","Intermediário","135.96","Cartão de Crédito","8","55","0","1","0","0","1","6","0","1","1","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004374","M","17","4/24/2025","7.6","Premium","211.7","Débito Automático","10","95","0","0","0","0","1","1","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004375","F","34","9/26/2022","38.5","Intermediário","149.23","Boleto","6","24","0","0","1","0","1","7","3","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004376","F","44","4/22/2025","7.7","Premium","181.05","Débito Automático","12","61","0","0","0","1","1","3","1","1","0","23","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004377","M","29","6/11/2024","18","VIP","258.89","Débito Automático","10","68","1","1","1","0","0","8","1","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004378","F","35","8/7/2021","52.1","Básico","81.79","Débito Automático","12","50","0","1","1","1","1","8","1","0","0","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004379","M","35","11/25/2022","36.5","Intermediário","129.18","PIX","12","65","0","1","0","0","0","6","0","0","0","16","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004380","F","17","4/30/2021","55.4","Premium","201.25","Boleto","9","15","0","0","0","0","1","7","2","0","0","6","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004381","M","56","11/21/2023","24.7","Básico","95.97","Débito Automático","13","32","0","0","0","1","0","9","1","0","0","12","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004382","M","26","11/27/2022","36.5","Básico","86.92","PIX","14","96","0","0","1","0","0","5","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004383","F","39","5/2/2021","55.3","Premium","180.77","Débito Automático","11","71","1","1","0","1","0","7","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004384","F","41","9/14/2021","50.9","VIP","298.24","Cartão de Crédito","12","55","0","0","0","1","0","7","0","1","0","4","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004385","F","30","9/17/2025","2.8","Premium","229.73","Cartão de Crédito","10","89","0","0","0","2","1","8","0","0","0","2","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004386","F","39","9/7/2021","51.1","Intermediário","133.86","Boleto","10","99","0","1","0","1","0","6","3","0","0","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004387","F","34","11/30/2021","48.4","Intermediário","158.35","Débito Automático","4","110","0","1","1","3","0","9","0","0","1","25","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004388","M","16","6/22/2023","29.7","Intermediário","123.95","Débito Automático","9","17","1","0","0","0","1","5","0","0","0","8","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004389","M","28","11/19/2022","36.7","Intermediário","126.82","Cartão de Crédito","7","99","0","1","0","1","0","9","1","0","0","5","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004390","M","24","9/20/2024","14.7","Intermediário","148.86","Débito Automático","8","35","0","0","1","2","1","7","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004391","M","26","7/25/2023","28.6","Básico","89.92","Débito Automático","10","72","0","1","0","1","1","8","2","0","0","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004392","F","16","5/16/2025","6.9","VIP","326.41","Cartão de Crédito","11","80","1","1","0","3","0","10","0","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004393","F","45","10/26/2021","49.5","Premium","223.08","Cartão de Crédito","17","105","0","1","0","0","1","0","0","0","0","3","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004394","M","51","4/17/2021","55.8","Premium","192.45","Débito Automático","5","76","0","0","0","0","1","1","1","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004395","F","43","4/13/2022","44","VIP","318.18","Débito Automático","15","71","0","0","0","0","0","0","0","0","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004396","F","47","9/25/2021","50.5","Básico","92.05","Débito Automático","10","44","0","1","1","0","0","6","0","0","0","16","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004397","M","27","7/23/2024","16.6","Básico","97.13","Cartão de Crédito","8","22","1","1","1","1","0","6","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004398","M","24","4/11/2024","20","Premium","201.41","Cartão de Crédito","11","43","0","0","1","0","1","6","0","0","1","7","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004399","M","22","1/15/2021","58.8","VIP","255.09","Boleto","7","100","0","1","0","3","1","2","0","0","0","6","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004400","M","39","10/6/2025","2.2","Intermediário","142.87","Boleto","8","65","1","1","1","2","0","9","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004401","M","34","6/4/2023","30.3","Básico","99.08","Boleto","6","106","0","0","0","0","1","4","0","0","0","5","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004402","F","31","6/21/2024","17.7","Premium","180.63","Débito Automático","11","47","0","1","1","0","0","7","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004403","M","47","12/29/2023","23.4","Básico","84.71","Débito Automático","10","84","0","1","1","4","0","9","0","0","0","5","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004404","M","36","2/10/2021","58","Intermediário","132.54","Boleto","9","69","1","0","0","0","1","7","1","0","0","9","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004405","F","21","5/14/2021","54.9","Básico","95.22","Débito Automático","15","97","1","1","0","6","1","6","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004406","F","23","6/16/2025","5.8","VIP","282.23","PIX","13","59","0","0","0","0","0","8","2","0","0","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004407","F","40","6/26/2023","29.5","Intermediário","129.46","Boleto","7","61","1","0","0","2","0","10","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004408","M","44","2/3/2021","58.2","Premium","212.33","Cartão de Crédito","9","95","0","1","0","0","1","7","0","0","1","10","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004409","M","38","4/15/2025","7.9","Básico","80.83","Débito Automático","11","15","0","0","0","1","0","7","0","0","1","3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004410","F","54","8/6/2021","52.2","Intermediário","126.72","Cartão de Crédito","6","61","0","0","0","6","0","4","0","0","1","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004411","M","51","5/24/2021","54.6","VIP","290.7","Cartão de Crédito","17","23","0","1","1","0","1","5","0","0","0","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004412","M","37","8/13/2024","15.9","Básico","87.01","Boleto","14","64","0","0","0","2","0","8","0","0","0","21","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004413","F","21","10/8/2024","14.1","Intermediário","133.79","Débito Automático","7","54","1","0","1","0","0","8","0","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004414","F","16","5/26/2021","54.5","Intermediário","124.24","Boleto","10","80","0","0","1","0","0","5","2","0","0","7","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004415","M","27","10/23/2021","49.6","Premium","197.94","Cartão de Crédito","9","76","1","0","0","0","0","7","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004416","F","41","8/25/2022","39.6","Básico","95.86","Débito Automático","11","57","0","1","0","0","1","9","1","1","1","9","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004417","M","53","1/30/2022","46.4","Intermediário","136.45","Débito Automático","13","40","1","0","1","0","0","4","0","1","0","10","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004418","M","37","12/24/2023","23.6","Premium","209.21","Cartão de Crédito","10","66","0","1","0","1","0","8","0","0","0","7","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004419","M","46","2/12/2021","57.9","Intermediário","126.44","Débito Automático","8","97","1","0","0","4","0","6","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004420","M","29","12/17/2021","47.8","Básico","81.29","Débito Automático","13","40","0","0","1","1","0","2","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004421","M","39","7/11/2022","41","Premium","223.9","Débito Automático","14","27","1","0","1","0","0","5","0","0","0","6","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004422","F","41","5/26/2022","42.5","Intermediário","133.15","PIX","10","18","1","0","0","1","0","6","0","0","0","3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004423","F","16","7/19/2023","28.8","Básico","86.91","Débito Automático","12","26","1","1","1","6","0","8","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004424","F","27","1/6/2025","11.1","Intermediário","155.01","Débito Automático","15","64","0","0","1","1","0","4","0","0","0","3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004425","M","43","6/29/2022","41.4","VIP","320.68","Débito Automático","10","29","1","0","0","0","0","9","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004426","M","35","3/1/2025","9.4","Básico","95.03","Cartão de Crédito","16","55","0","0","0","4","0","6","0","1","0","10","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004427","M","17","7/18/2021","52.8","Intermediário","147.18","Cartão de Crédito","7","76","0","0","0","3","1","4","1","1","1","6","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004428","M","16","10/14/2024","13.9","Premium","185.19","Boleto","8","15","0","1","1","1","1","6","0","0","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004429","M","27","5/20/2021","54.7","Básico","99.06","Cartão de Crédito","15","89","0","0","0","3","0","10","0","0","0","13","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004430","F","31","10/14/2024","13.9","Básico","98.08","Cartão de Crédito","13","100","0","1","1","1","0","7","2","0","0","8","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004431","F","21","6/6/2021","54.2","Intermediário","129.35","Débito Automático","11","111","1","1","0","4","0","6","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004432","F","33","8/12/2025","4","Premium","220.1","Cartão de Crédito","10","101","1","0","0","1","0","6","0","0","0","15","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004433","M","38","10/1/2022","38.3","Básico","88.09","Débito Automático","13","125","1","1","1","0","1","8","0","0","0","6","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004434","F","40","12/24/2023","23.6","Premium","214.09","Cartão de Crédito","11","70","0","0","1","0","0","2","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004435","M","16","12/17/2022","35.8","Premium","188.18","Débito Automático","7","85","0","1","0","0","0","10","0","0","0","14","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004436","M","16","5/15/2024","18.9","Básico","90.67","Boleto","12","58","1","1","1","0","0","9","0","0","1","5","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004437","M","28","8/7/2022","40.1","Intermediário","124.96","Cartão de Crédito","9","81","1","1","0","0","0","9","1","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004438","F","38","12/4/2022","36.2","VIP","303.52","Cartão de Crédito","11","68","0","0","0","1","0","8","1","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004439","F","37","1/1/2025","11.3","Básico","84.77","Cartão de Crédito","7","23","0","0","0","0","0","7","1","0","0","3","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004440","M","37","2/18/2024","21.7","Intermediário","138","Boleto","13","27","1","0","0","0","0","6","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004441","F","27","12/31/2021","47.3","Intermediário","146.62","Cartão de Crédito","7","110","1","0","0","1","0","6","0","0","1","14","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004442","F","28","4/21/2024","19.7","Básico","97.44","Débito Automático","10","68","1","0","1","0","0","3","1","1","0","7","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004443","M","23","4/28/2024","19.4","Básico","83.21","Débito Automático","6","100","0","1","0","1","1","1","0","1","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004444","M","41","9/26/2022","38.5","Básico","97.77","Débito Automático","11","50","0","0","1","0","0","2","0","0","1","8","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004445","M","20","6/12/2024","18","Básico","87.7","Débito Automático","8","42","1","0","0","4","0","4","0","0","0","6","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004446","F","42","2/18/2021","57.7","Básico","96.78","Débito Automático","12","62","0","1","0","0","1","4","1","0","0","7","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004447","M","34","1/23/2023","34.6","Premium","205.53","Boleto","12","84","0","1","0","0","0","8","1","0","0","5","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004448","F","31","2/19/2022","45.7","VIP","336.12","Boleto","13","99","0","0","0","1","0","3","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004449","M","24","5/17/2021","54.8","Básico","93.16","Débito Automático","7","69","0","1","0","1","0","8","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004450","F","16","5/30/2025","6.4","Intermediário","140.25","Débito Automático","14","81","1","1","0","3","0","6","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004451","M","24","3/9/2025","9.1","Básico","86.15","Cartão de Crédito","16","61","1","1","0","2","0","10","0","0","1","8","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004452","F","28","9/27/2021","50.5","Básico","99.28","Débito Automático","16","101","0","0","1","0","0","7","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004453","F","16","7/16/2021","52.9","Básico","95.92","Boleto","8","101","0","0","0","0","1","7","1","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004454","F","29","8/22/2023","27.7","Intermediário","135.15","Débito Automático","6","45","0","0","0","0","0","7","2","1","0","6","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004455","F","43","8/12/2025","4","VIP","266.57","Boleto","13","74","0","0","0","0","0","7","1","0","0","5","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004456","M","38","5/23/2024","18.6","Intermediário","151.08","Débito Automático","8","40","0","1","0","1","1","7","0","0","0","5","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004457","F","26","1/31/2021","58.3","Intermediário","159.5","Débito Automático","14","85","0","0","1","1","0","8","0","0","0","10","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004458","M","32","4/8/2022","44.1","Básico","85.48","PIX","7","55","0","0","1","0","0","9","0","1","0","5","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004459","M","25","3/27/2025","8.5","Básico","98.22","Débito Automático","11","45","0","1","1","0","0","10","1","0","0","6","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004460","F","33","1/5/2022","47.2","Premium","186.17","Débito Automático","13","15","0","0","0","4","1","8","0","0","1","2","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004461","M","50","2/2/2021","58.2","Básico","98.94","Débito Automático","11","92","0","1","0","0","0","9","0","0","0","11","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004462","F","43","3/15/2025","8.9","VIP","324.43","Cartão de Crédito","5","69","0","0","0","2","0","7","1","1","0","8","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004463","F","38","7/18/2024","16.8","Básico","86.83","Débito Automático","9","71","1","1","0","1","0","5","1","1","0","15","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004464","M","26","2/15/2025","9.8","Intermediário","132.09","Boleto","7","85","0","1","1","0","0","6","2","0","1","1","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004465","F","40","12/16/2021","47.8","VIP","314.24","PIX","9","45","1","0","1","0","0","9","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004466","M","16","2/21/2024","21.6","Básico","91.77","Boleto","8","42","1","0","0","0","1","7","1","0","0","9","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004467","M","28","4/20/2021","55.7","Intermediário","156.66","Débito Automático","9","78","0","1","0","0","0","5","0","0","1","2","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004468","M","39","7/23/2024","16.6","Premium","218.21","PIX","8","93","0","0","1","3","0","7","1","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004469","F","40","9/4/2021","51.2","Básico","90.71","Cartão de Crédito","11","78","1","0","1","3","0","8","0","0","0","6","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004470","F","40","3/20/2021","56.7","Premium","226.28","Débito Automático","8","105","1","0","0","1","0","10","0","1","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004471","F","35","2/26/2022","45.5","Básico","91.75","Débito Automático","12","79","1","0","0","0","0","7","0","0","0","8","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004472","F","29","9/29/2023","26.4","Básico","96.89","Cartão de Crédito","3","77","0","0","1","2","0","9","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004473","M","38","3/15/2023","32.9","Básico","96.72","Cartão de Crédito","10","85","1","0","0","1","0","6","0","0","0","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004474","M","20","2/23/2025","9.6","VIP","341.82","Débito Automático","7","59","0","1","1","0","0","7","0","0","1","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004475","F","21","9/16/2022","38.8","Básico","81.25","Cartão de Crédito","10","33","0","1","1","0","0","8","0","0","1","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI004476","F","32","5/26/2022","42.5","Básico","91.58","PIX","8","65","0","0","0","1","1","10","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
